"drug_name","Total_Score","Total_Importance","Matched_Targets","Average_StandardValue","Matched_Gene_Names","Matched_Target_Details"
"ABEMACICLIB",1126.87031993159,17.3734513859853,8,3302.7375,"CCND1; CCND3; CCNE1; PTGS2","Gene: CCND1, Target: P24385, Standard Value: 0.6, logFC: 1.00941201185406, Effect Type: suppress; Gene: CCND1, Target: P24385, Standard Value: 10, logFC: 1.00941201185406, Effect Type: suppress; Gene: CCND3, Target: P30281, Standard Value: 5, logFC: 1.07625704228391, Effect Type: suppress; Gene: CCND3, Target: P30281, Standard Value: 1.5, logFC: 1.07625704228391, Effect Type: suppress; Gene: CCND3, Target: P30281, Standard Value: 56, logFC: 1.07625704228391, Effect Type: suppress; Gene: CCNE1, Target: P24864, Standard Value: 347, logFC: 2.30239334013451, Effect Type: suppress; Gene: CCNE1, Target: P24864, Standard Value: 2, logFC: 2.30239334013451, Effect Type: suppress; Gene: PTGS2, Target: P35354, Standard Value: 25999.8, logFC: 6.82854706638038, Effect Type: suppress"
"ABIRATERONE ACETATE",4.41221283911924,3.23488988376348,1,17050,"AR","Gene: AR, Target: P10275, Standard Value: 17050, logFC: 1.78098041604884, Effect Type: suppress"
"ACALABRUTINIB",9.81090094258239,2.40414343519169,1,28000.1,"PTGS2","Gene: PTGS2, Target: P35354, Standard Value: 28000.1, logFC: 6.82854706638038, Effect Type: suppress"
"ACLARUBICIN",4.21258244907756,0.749613668705421,1,20630,"PTGS1","Gene: PTGS1, Target: P23219, Standard Value: 20630, logFC: 8.07161671437733, Effect Type: suppress"
"ADAGRASIB",196.855436795828,9.97722202742389,2,127.5,"KRAS","Gene: KRAS, Target: P01116, Standard Value: 5, logFC: 1.02771499460468, Effect Type: suppress; Gene: KRAS, Target: P01116, Standard Value: 250, logFC: 1.02771499460468, Effect Type: promote"
"ALECTINIB",109.267809022273,10.7441502447912,3,4246.6,"ESR1; PGR; RET","Gene: ESR1, Target: P03372, Standard Value: 2700, logFC: -1.3571743946305, Effect Type: promote; Gene: PGR, Target: P06401, Standard Value: 10000, logFC: -4.54195785233846, Effect Type: promote; Gene: RET, Target: P07949, Standard Value: 39.8, logFC: 3.97389650269221, Effect Type: suppress"
"ALITRETINOIN",7.47954062674333,1.22680066376399,2,12153.6,"PTGS1; RORC","Gene: PTGS1, Target: P23219, Standard Value: 10307.2, logFC: 8.07161671437733, Effect Type: suppress; Gene: RORC, Target: P51449, Standard Value: 14000, logFC: -3.7684314108052, Effect Type: promote"
"ALPELISIB",662.04975086963,13.8007689341332,5,439.58,"PIK3CD; PIK3R1","Gene: PIK3CD, Target: O00329, Standard Value: 510, logFC: 2.47140549567912, Effect Type: suppress; Gene: PIK3CD, Target: O00329, Standard Value: 72, logFC: 2.47140549567912, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 72, logFC: 2.73492131635019, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 3.9, logFC: 2.73492131635019, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 1540, logFC: 2.73492131635019, Effect Type: suppress"
"ALVOCIDIB",214.03320683624,13.7586284890473,6,147.5,"CCND1; CCND3; CCNE1","Gene: CCND1, Target: P24385, Standard Value: 20, logFC: 1.00941201185406, Effect Type: suppress; Gene: CCND1, Target: P24385, Standard Value: 100, logFC: 1.00941201185406, Effect Type: suppress; Gene: CCND3, Target: P30281, Standard Value: 100, logFC: 1.07625704228391, Effect Type: suppress; Gene: CCND3, Target: P30281, Standard Value: 395, logFC: 1.07625704228391, Effect Type: suppress; Gene: CCNE1, Target: P24864, Standard Value: 100, logFC: 2.30239334013451, Effect Type: suppress; Gene: CCNE1, Target: P24864, Standard Value: 170, logFC: 2.30239334013451, Effect Type: suppress"
"AMRUBICIN",11.4040425331629,0.749613668705421,1,2815,"PTGS1","Gene: PTGS1, Target: P23219, Standard Value: 2815, logFC: 8.07161671437733, Effect Type: suppress"
"AMSACRINE",30.5202415809753,2.41419166299417,2,2850,"ADRA2C; PTGS2","Gene: ADRA2C, Target: P18825, Standard Value: 2800, logFC: 1.84298122760888, Effect Type: suppress; Gene: PTGS2, Target: P35354, Standard Value: 2900, logFC: 6.82854706638038, Effect Type: suppress"
"ANETHOLTRITHION",8.24794795234772,2.22406994572654,1,15000,"PGR","Gene: PGR, Target: P06401, Standard Value: 15000, logFC: -4.54195785233846, Effect Type: promote"
"APALUTAMIDE",141.258433698718,3.96731036430398,2,1508,"AR; GABRA1","Gene: AR, Target: P10275, Standard Value: 16, logFC: 1.78098041604884, Effect Type: suppress; Gene: GABRA1, Target: P14867, Standard Value: 3000, logFC: -2.07405947101431, Effect Type: suppress"
"AXITINIB",152.849881052747,3.69482318768552,1,56,"FGFR1","Gene: FGFR1, Target: P11362, Standard Value: 56, logFC: 3.09574698142338, Effect Type: suppress"
"BELINOSTAT",14.3683027098737,8.17184041471095,3,12206.6666666667,"ASPH; ESR1; PTGS1","Gene: ASPH, Target: Q12797, Standard Value: 3100, logFC: 1.27629103799675, Effect Type: suppress; Gene: ESR1, Target: P03372, Standard Value: 27910, logFC: -1.3571743946305, Effect Type: promote; Gene: PTGS1, Target: P23219, Standard Value: 5610, logFC: 8.07161671437733, Effect Type: suppress"
"BENDAMUSTINE",7.94180759533568,0.749613668705421,1,5804.4,"PTGS1","Gene: PTGS1, Target: P23219, Standard Value: 5804.4, logFC: 8.07161671437733, Effect Type: suppress"
"BETA CAROTENE",8.37305131087488,0.749613668705421,1,5221.9,"PTGS1","Gene: PTGS1, Target: P23219, Standard Value: 5221.9, logFC: 8.07161671437733, Effect Type: suppress"
"BEXAROTENE",-20.9390538502148,7.67950833794829,2,12577.256,"ESR1; NR4A2","Gene: ESR1, Target: P03372, Standard Value: 25149.5, logFC: -1.3571743946305, Effect Type: promote; Gene: NR4A2, Target: P43354, Standard Value: 5.012, logFC: -1.40237471865269, Effect Type: suppress"
"BICALUTAMIDE",79.8067069030146,5.4690080572925,3,4949.96666666667,"ADRA2C; AR; PGR","Gene: ADRA2C, Target: P18825, Standard Value: 12999.9, logFC: 1.84298122760888, Effect Type: suppress; Gene: AR, Target: P10275, Standard Value: 31, logFC: 1.78098041604884, Effect Type: suppress; Gene: PGR, Target: P06401, Standard Value: 1819, logFC: -4.54195785233846, Effect Type: suppress"
"BLEOMYCIN",0.585829942827728,0.175986969662219,1,1470,"ASPH","Gene: ASPH, Target: Q12797, Standard Value: 1470, logFC: 1.27629103799675, Effect Type: suppress"
"BORTEZOMIB",671.690584018437,9.73184174460284,9,7.05888888888889,"PSMA1; PSMA2; PSMB1; PSMD11; PSMD7","Gene: PSMA1, Target: P25786, Standard Value: 2.56, logFC: 1.69282894271027, Effect Type: suppress; Gene: PSMA1, Target: P25786, Standard Value: 6.91, logFC: 1.69282894271027, Effect Type: suppress; Gene: PSMA2, Target: P25787, Standard Value: 2.56, logFC: 1.53292564224606, Effect Type: suppress; Gene: PSMA2, Target: P25787, Standard Value: 6.91, logFC: 1.53292564224606, Effect Type: suppress; Gene: PSMB1, Target: P20618, Standard Value: 30, logFC: 1.36239705820291, Effect Type: suppress; Gene: PSMB1, Target: P20618, Standard Value: 2.56, logFC: 1.36239705820291, Effect Type: suppress; Gene: PSMB1, Target: P20618, Standard Value: 6.91, logFC: 1.36239705820291, Effect Type: suppress; Gene: PSMD11, Target: O00231, Standard Value: 2.56, logFC: 1.03836854189556, Effect Type: suppress; Gene: PSMD7, Target: P51665, Standard Value: 2.56, logFC: 1.07596622824151, Effect Type: suppress"
"BOSUTINIB",27.4340195859428,3.30617760105831,2,705,"ADRA2C; FYN","Gene: ADRA2C, Target: P18825, Standard Value: 1000, logFC: 1.84298122760888, Effect Type: suppress; Gene: FYN, Target: P06241, Standard Value: 410, logFC: 1.68170214430336, Effect Type: suppress"
"BRIGATINIB",3.73325650808676,0.749613668705421,1,26267.6,"PTGS1","Gene: PTGS1, Target: P23219, Standard Value: 26267.6, logFC: 8.07161671437733, Effect Type: suppress"
"CABOZANTINIB",339.244784162203,6.27877440220996,6,11680.25,"ADRA2A; ADRA2C; PGR; RET","Gene: ADRA2A, Target: P08913, Standard Value: 18999.8, logFC: -1.2933914383685, Effect Type: suppress; Gene: ADRA2C, Target: P18825, Standard Value: 25999.8, logFC: 1.84298122760888, Effect Type: suppress; Gene: PGR, Target: P06401, Standard Value: 23999.9, logFC: -4.54195785233846, Effect Type: suppress; Gene: RET, Target: P07949, Standard Value: 3, logFC: 3.97389650269221, Effect Type: suppress; Gene: RET, Target: P07949, Standard Value: 190, logFC: 3.97389650269221, Effect Type: suppress; Gene: RET, Target: P07949, Standard Value: 889, logFC: 3.97389650269221, Effect Type: suppress"
"CAMPTOTHECIN",4.62111207870626,0.0165771855317263,1,2.21,"SSTR2","Gene: SSTR2, Target: P30874, Standard Value: 2.21, logFC: 4.14411540002575, Effect Type: suppress"
"CARFILZOMIB",434.711878253557,8.79078265703924,8,8,"PSMA1; PSMA2; PSMB1; PSMD11; PSMD7","Gene: PSMA1, Target: P25786, Standard Value: 8.6, logFC: 1.69282894271027, Effect Type: suppress; Gene: PSMA1, Target: P25786, Standard Value: 7, logFC: 1.69282894271027, Effect Type: suppress; Gene: PSMA2, Target: P25787, Standard Value: 8.6, logFC: 1.53292564224606, Effect Type: suppress; Gene: PSMA2, Target: P25787, Standard Value: 7, logFC: 1.53292564224606, Effect Type: suppress; Gene: PSMB1, Target: P20618, Standard Value: 8.6, logFC: 1.36239705820291, Effect Type: suppress; Gene: PSMB1, Target: P20618, Standard Value: 7, logFC: 1.36239705820291, Effect Type: suppress; Gene: PSMD11, Target: O00231, Standard Value: 8.6, logFC: 1.03836854189556, Effect Type: suppress; Gene: PSMD7, Target: P51665, Standard Value: 8.6, logFC: 1.07596622824151, Effect Type: suppress"
"CEDIRANIB",413.74016254884,8.27479308975651,4,153.935,"FGFR1; FRK; FYN; RET","Gene: FGFR1, Target: P11362, Standard Value: 25.12, logFC: 3.09574698142338, Effect Type: suppress; Gene: FRK, Target: P42685, Standard Value: 79.43, logFC: 6.09964124725395, Effect Type: suppress; Gene: FYN, Target: P06241, Standard Value: 501.19, logFC: 1.68170214430336, Effect Type: suppress; Gene: RET, Target: P07949, Standard Value: 10, logFC: 3.97389650269221, Effect Type: suppress"
"CELECOXIB",1484.56582374344,6.30751420779423,4,57.5,"PTGS1; PTGS2","Gene: PTGS1, Target: P23219, Standard Value: 50, logFC: 8.07161671437733, Effect Type: suppress; Gene: PTGS1, Target: P23219, Standard Value: 89, logFC: 8.07161671437733, Effect Type: suppress; Gene: PTGS2, Target: P35354, Standard Value: 2, logFC: 6.82854706638038, Effect Type: suppress; Gene: PTGS2, Target: P35354, Standard Value: 89, logFC: 6.82854706638038, Effect Type: suppress"
"CERITINIB",-111.121220735151,5.31105624048099,2,1357,"IGF1R; RET","Gene: IGF1R, Target: P08069, Standard Value: 410, logFC: -6.10216275084247, Effect Type: suppress; Gene: RET, Target: P07949, Standard Value: 2304, logFC: 3.97389650269221, Effect Type: suppress"
"CHLORAMBUCIL",1.02070838447287,0.732420480540495,1,22149.3,"GABRA1","Gene: GABRA1, Target: P14867, Standard Value: 22149.3, logFC: -2.07405947101431, Effect Type: promote"
"CISPLATIN",-11.6454375701914,10.5423691495991,2,3636.5,"ESR1; FYN","Gene: ESR1, Target: P03372, Standard Value: 2500, logFC: -1.3571743946305, Effect Type: suppress; Gene: FYN, Target: P06241, Standard Value: 4773, logFC: 1.68170214430336, Effect Type: suppress"
"COPANLISIB",6391.57656523576,11.8188288635819,4,1.26,"PIK3CD; PIK3R1","Gene: PIK3CD, Target: O00329, Standard Value: 0.18, logFC: 2.47140549567912, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 0.18, logFC: 2.73492131635019, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 0.11, logFC: 2.73492131635019, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 4.57, logFC: 2.73492131635019, Effect Type: suppress"
"CRIZOTINIB",9.79378669943627,3.62653583716046,5,11319.16,"ADRA2A; ADRA2C; GABRA1; MAPK6; PTGS2","Gene: ADRA2A, Target: P08913, Standard Value: 15000, logFC: -1.2933914383685, Effect Type: suppress; Gene: ADRA2C, Target: P18825, Standard Value: 1195.8, logFC: 1.84298122760888, Effect Type: suppress; Gene: GABRA1, Target: P14867, Standard Value: 17000, logFC: -2.07405947101431, Effect Type: suppress; Gene: MAPK6, Target: Q16659, Standard Value: 3400, logFC: -1.06150561764881, Effect Type: suppress; Gene: PTGS2, Target: P35354, Standard Value: 20000, logFC: 6.82854706638038, Effect Type: suppress"
"CYPROTERONE ACETATE",107.769840847121,5.44512392181748,2,58,"AR; NR3C1","Gene: AR, Target: P10275, Standard Value: 14, logFC: 1.78098041604884, Effect Type: suppress; Gene: NR3C1, Target: P04150, Standard Value: 102, logFC: -2.11138293138662, Effect Type: suppress"
"DABRAFENIB",6.68595841712574,4.98861101371195,1,5880,"KRAS","Gene: KRAS, Target: P01116, Standard Value: 5880, logFC: 1.02771499460468, Effect Type: suppress"
"DACTINOMYCIN",5.06958585785061,0.963070175709428,2,10319.95,"DDR2; PTGS1","Gene: DDR2, Target: Q16832, Standard Value: 9000, logFC: -2.39380447626185, Effect Type: suppress; Gene: PTGS1, Target: P23219, Standard Value: 11639.9, logFC: 8.07161671437733, Effect Type: suppress"
"DASATINIB",740.641505557935,11.3857145966118,6,17155.7868333333,"ADRA2C; CACNA1D; DDR2; EPHA2; FGFR1; FYN","Gene: ADRA2C, Target: P18825, Standard Value: 18999.8, logFC: 1.84298122760888, Effect Type: suppress; Gene: CACNA1D, Target: Q01668, Standard Value: 81100, logFC: -1.76845796417304, Effect Type: suppress; Gene: DDR2, Target: Q16832, Standard Value: 833, logFC: -2.39380447626185, Effect Type: suppress; Gene: EPHA2, Target: P29317, Standard Value: 3.981, logFC: 3.08041400703021, Effect Type: suppress; Gene: FGFR1, Target: P11362, Standard Value: 1995.26, logFC: 3.09574698142338, Effect Type: suppress; Gene: FYN, Target: P06241, Standard Value: 2.68, logFC: 1.68170214430336, Effect Type: suppress"
"DAUNORUBICIN",58.1097310605078,12.175168414651,5,11923.16,"ADRA2C; ADRB1; ESR1; PGR; PTGS2","Gene: ADRA2C, Target: P18825, Standard Value: 17492.8, logFC: 1.84298122760888, Effect Type: suppress; Gene: ADRB1, Target: P08588, Standard Value: 28000.1, logFC: -2.31172013702627, Effect Type: suppress; Gene: ESR1, Target: P03372, Standard Value: 3900, logFC: -1.3571743946305, Effect Type: promote; Gene: PGR, Target: P06401, Standard Value: 7422.9, logFC: -4.54195785233846, Effect Type: promote; Gene: PTGS2, Target: P35354, Standard Value: 2800, logFC: 6.82854706638038, Effect Type: suppress"
"DAUNORUBICIN HYDROCHLORIDE",72.5486749585926,8.50236985033238,1,173.6,"HSP90AA1","Gene: HSP90AA1, Target: P07900, Standard Value: 173.6, logFC: 1.1242537698681, Effect Type: suppress"
"DECITABINE",-0.486200590344419,0.290667029587001,1,19099.9,"ADRB1","Gene: ADRB1, Target: P08588, Standard Value: 19099.9, logFC: -2.31172013702627, Effect Type: suppress"
"DIETHYLSTILBESTROL",11785.631407334,15.9063602915503,5,5775.4214,"ESR1; FYN; NR3C1; PTGS1; PTGS2","Gene: ESR1, Target: P03372, Standard Value: 0.007, logFC: -1.3571743946305, Effect Type: promote; Gene: FYN, Target: P06241, Standard Value: 14233, logFC: 1.68170214430336, Effect Type: suppress; Gene: NR3C1, Target: P04150, Standard Value: 4818, logFC: -2.11138293138662, Effect Type: suppress; Gene: PTGS1, Target: P23219, Standard Value: 5600, logFC: 8.07161671437733, Effect Type: suppress; Gene: PTGS2, Target: P35354, Standard Value: 4226.1, logFC: 6.82854706638038, Effect Type: suppress"
"DINACICLIB",555.891140245426,11.8216865067281,5,60.6,"AKR1C3; CCND1; CCNE1","Gene: AKR1C3, Target: P42330, Standard Value: 70, logFC: 2.769041474659, Effect Type: suppress; Gene: CCND1, Target: P24385, Standard Value: 115, logFC: 1.00941201185406, Effect Type: suppress; Gene: CCND1, Target: P24385, Standard Value: 115, logFC: 1.00941201185406, Effect Type: suppress; Gene: CCNE1, Target: P24864, Standard Value: 2, logFC: 2.30239334013451, Effect Type: suppress; Gene: CCNE1, Target: P24864, Standard Value: 1, logFC: 2.30239334013451, Effect Type: suppress"
"DOCETAXEL",1.03854998263113,0.973588064522346,3,500,"TUBB1; TUBB4A; TUBB6","Gene: TUBB1, Target: Q9H4B7, Standard Value: 500, logFC: -4.08429978421464, Effect Type: suppress; Gene: TUBB4A, Target: P04350, Standard Value: 500, logFC: 3.37366545889295, Effect Type: suppress; Gene: TUBB6, Target: Q9BUF5, Standard Value: 500, logFC: 1.14600392020266, Effect Type: suppress"
"DOXORUBICIN",37.1196969806265,9.26462027267511,6,9306.26666666667,"ADRA2A; EBP; FYN; NR3C1; PTGS1; PTGS2","Gene: ADRA2A, Target: P08913, Standard Value: 12000, logFC: -1.2933914383685, Effect Type: promote; Gene: EBP, Target: Q15125, Standard Value: 150, logFC: 1.55446692956063, Effect Type: suppress; Gene: FYN, Target: P06241, Standard Value: 5147, logFC: 1.68170214430336, Effect Type: suppress; Gene: NR3C1, Target: P04150, Standard Value: 10999.9, logFC: -2.11138293138662, Effect Type: promote; Gene: PTGS1, Target: P23219, Standard Value: 15540.7, logFC: 8.07161671437733, Effect Type: suppress; Gene: PTGS2, Target: P35354, Standard Value: 12000, logFC: 6.82854706638038, Effect Type: suppress"
"DOXORUBICIN HYDROCHLORIDE",58.6088941311584,8.50236985033238,1,266,"HSP90AA1","Gene: HSP90AA1, Target: P07900, Standard Value: 266, logFC: 1.1242537698681, Effect Type: suppress"
"DUVELISIB",2288.29269435783,15.7827090046846,6,84.5,"PIK3CD; PIK3R1","Gene: PIK3CD, Target: O00329, Standard Value: 1, logFC: 2.47140549567912, Effect Type: suppress; Gene: PIK3CD, Target: O00329, Standard Value: 1, logFC: 2.47140549567912, Effect Type: suppress; Gene: PIK3CD, Target: O00329, Standard Value: 96, logFC: 2.47140549567912, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 1, logFC: 2.73492131635019, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 400, logFC: 2.73492131635019, Effect Type: suppress; Gene: PIK3R1, Target: P27986, Standard Value: 8, logFC: 2.73492131635019, Effect Type: suppress"
"EMBELIN",73.5694191323007,0.878314339302138,1,60,"ALOX5","Gene: ALOX5, Target: P09917, Standard Value: 60, logFC: 6.48818133416669, Effect Type: suppress"
"ENASIDENIB",6.31391370585078,0.749613668705421,1,9183.3,"PTGS1","Gene: PTGS1, Target: P23219, Standard Value: 9183.3, logFC: 8.07161671437733, Effect Type: suppress"
"ENTRECTINIB",-100.671296966794,15.3362532818862,8,802.85,"FGFR1; FRK; FYN; GRK5; IGF1R; LRRK2; PRKCG; RET","Gene: FGFR1, Target: P11362, Standard Value: 251.19, logFC: 3.09574698142338, Effect Type: suppress; Gene: FRK, Target: P42685, Standard Value: 15.85, logFC: 6.09964124725395, Effect Type: suppress; Gene: FYN, Target: P06241, Standard Value: 398.11, logFC: 1.68170214430336, Effect Type: suppress; Gene: GRK5, Target: P34947, Standard Value: 2511.89, logFC: 3.53321581438168, Effect Type: suppress; Gene: IGF1R, Target: P08069, Standard Value: 63.1, logFC: -6.10216275084247, Effect Type: suppress; Gene: LRRK2, Target: Q5S007, Standard Value: 2511.89, logFC: 2.74830150418066, Effect Type: suppress; Gene: PRKCG, Target: P05129, Standard Value: 630.96, logFC: 3.16253670040984, Effect Type: suppress; Gene: RET, Target: P07949, Standard Value: 39.81, logFC: 3.97389650269221, Effect Type: suppress"
"ENZALUTAMIDE",147.259071305537,6.17754440235798,3,5671.33333333333,"AR; GABRA1; NR3C1","Gene: AR, Target: P10275, Standard Value: 14, logFC: 1.78098041604884, Effect Type: suppress; Gene: GABRA1, Target: P14867, Standard Value: 3000, logFC: -2.07405947101431, Effect Type: suppress; Gene: NR3C1, Target: P04150, Standard Value: 14000, logFC: -2.11138293138662, Effect Type: suppress"
"ENZASTAURIN",-2.24112283209602,0.403184701935401,1,10000,"CAMK2D","Gene: CAMK2D, Target: Q13557, Standard Value: 10000, logFC: -5.55855125786767, Effect Type: suppress"
"EPIRUBICIN",19.948051901675,4.04574304196125,2,3810.9,"FYN; PTGS1","Gene: FYN, Target: P06241, Standard Value: 5181, logFC: 1.68170214430336, Effect Type: suppress; Gene: PTGS1, Target: P23219, Standard Value: 2440.8, logFC: 8.07161671437733, Effect Type: suppress"
"ERDAFITINIB",125.430702528426,3.704871415488,2,7041.64,"ADRA2C; FGFR1","Gene: ADRA2C, Target: P18825, Standard Value: 14000.1, logFC: 1.84298122760888, Effect Type: suppress; Gene: FGFR1, Target: P11362, Standard Value: 83.18, logFC: 3.09574698142338, Effect Type: suppress"
"ERLOTINIB",110.194902335651,2.03345419752058,3,646.64,"FRK; PTGS1; RET","Gene: FRK, Target: P42685, Standard Value: 316.23, logFC: 6.09964124725395, Effect Type: suppress; Gene: PTGS1, Target: P23219, Standard Value: 38.8, logFC: 8.07161671437733, Effect Type: suppress; Gene: RET, Target: P07949, Standard Value: 1584.89, logFC: 3.97389650269221, Effect Type: suppress"
