"GeneSymbol","uniprot_id","log2FoldChange","Target_importance","Target","protein","Degree","Betweenness","Eigenvector","MCC","EPC","Score","Degree_Shifted","Betweenness_Shifted","Eigenvector_Shifted","MCC_Shifted","EPC_Shifted","Adjusted_logFC"
"CNGA1","P29973",2.88738619660713,0.510428606837225,"P29973","9606.ENSP00000384264",5,5818.25237769218,0.0118940690223862,3,13121.5047553844,1095.98310407559,0.48953111935001,0.720677556518796,0.163713240443171,0.427956572003405,0.809534641057655,1.69923106039383
"CNN2","Q92578",1.3864839213943,0.200212653863359,"Q92578","9606.ENSP00000456436",3,6.06400429180495,0.0110153142823773,3,1497.12800858361,3.44910368278654,0.249765559675005,0.0107406952247968,0.152356635870982,0.427956572003405,0.10117074324662,1.1774905186006
"CNTN1","Q12860",8.97015061406043,0.124406808929149,"Q12860","9606.ENSP00000447006",2,941.708379919395,0.00542824973336781,2,3368.41675983879,178.342631151179,0.129882779837503,0.125026122441916,0.0801520947020158,0.01,0.215202955264686,2.99502097055437
"CNTNAP2","Q14DG2",-1.36971347637325,0.672128903591693,"Q14DG2","9606.ENSP00000354778",8,1581.26488552559,0.000580894268901957,4,4647.52977105118,302.830253271442,0.849179458862517,0.203145534449993,0.0175071987777883,0.84591314400681,0.293149282891464,-1.17034758784442
"COL17A1","Q02802",5.19572401066838,0.307246049799731,"Q02802","9606.ENSP00000497653",4,1.68333333333333,0.0280009237339767,4,1488.36666666667,3.37316335528817,0.369648339512507,0.0102056128099096,0.371870501545835,0.84591314400681,0.100636846380962,2.27941308469272
"COL18A1","P39060",3.16045067321272,1.15341941935318,"P39060","9606.ENSP00000352798",11,6072.70223589093,0.117218823587486,7,13630.4044717819,1148.20647558794,1.20882779837502,0.751757645820967,1.52487982629464,2.09978286001703,0.840545868115612,1.77776564068854
"COL21A1","Q49A51",5.090923544427,0.0100648297048343,"Q49A51","9606.ENSP00000244728",1,0,6.95771544413834e-05,2,1485,0.829804666539748,0.01,0.01,0.0108991817560392,0.01,0.100431689134722,2.25630750218737
"COL26A1","Q32M90",2.58568885033221,0.133533905403256,"Q32M90","9606.ENSP00000318234",2,1484,0.00161650546374944,2,4453,280.141358419022,0.129882779837503,0.191264995983591,0.0308909409016671,0.01,0.281295067404166,1.60800772707478
"COL27A1","Q5T1U7",5.3208594669073,0.199995644302228,"Q5T1U7","9606.ENSP00000348385",3,4.6665053900348,0.0108019102433136,3,1494.33301078007,3.18675087593735,0.249765559675005,0.0105699960113086,0.149598704476235,0.427956572003405,0.101000422240891,2.30669882449081
"COL3A1","P02461",7.70529263161558,1.62412259958927,"P02461","9606.ENSP00000304408",17,3501.00398598936,0.118364640533558,7,8487.00797197871,669.857176966364,1.92812447740004,0.437634416077425,1.53968781466296,2.09978286001703,0.527118621911558,2.77584088730164
"COL4A5","P29400",1.74750581786657,1.07408315530117,"P29400","9606.ENSP00000331902",11,3309.8059783563,0.103719263822778,6,8104.6119567126,629.54439470807,1.20882779837502,0.414280301464435,1.35041799392392,1.68182628801362,0.503816251575371,1.32193260715763
"COL4A6","Q12823",2.11539289582617,0.729627584069488,"Q12823","9606.ENSP00000378340",8,19.0715197335837,0.0983075460538492,6,1523.14303946717,9.60244917150217,0.849179458862517,0.0123295141158417,1.28047955039712,1.68182628801362,0.102756041889269,1.45443903131969
"COL5A1","P20908",7.11702046048827,1.09677441492913,"P20908","9606.ENSP00000360882",12,1434.69192877448,0.0728738474140592,7,4354.38385754897,278.291176518492,1.32871057821253,0.185242201285039,0.951786634035271,2.09978286001703,0.275285617041769,2.66777443958223
"COL5A2","P05997",3.5431705269742,0.997448969516635,"P05997","9606.ENSP00000364000",11,744.873291790984,0.0781781084155667,7,2974.74658358197,148.063807740735,1.20882779837502,0.100983459733677,1.02033635786515,2.09978286001703,0.191213562406959,1.88233114168953
"COL6A1","O00117",3.15412125646364,1.81291796621168,"O00117","9606.ENSP00000355180",19,1359.72358522061,0.179577667611706,9,4204.44717044121,269.390645691779,2.16789003707504,0.176085101222242,2.33077560235011,2.93569600402384,0.266148805802943,1.77598458790149
"COL6A2","P12110",4.63574157253696,1.63263639543594,"P12110","9606.ENSP00000300527",17,1208.709957959,0.178886181594534,9,3902.419915918,239.572381204263,1.92812447740004,0.157639356923696,2.3218391688873,2.93569600402384,0.247743930606678,2.15307723329586
"COL9A3","Q13681",-1.77669633226571,0.324993579335738,"Q13681","9606.ENSP00000496793",4,4.38919573356362,0.0484045930550188,4,1493.77839146713,3.88247631916076,0.369648339512507,0.0105361236839728,0.635557732750342,0.84591314400681,0.100966624962389,-1.3329277295734
"COLGALT1","Q8NBJ5",1.34179367667914,0.207135798257742,"Q8NBJ5","9606.ENSP00000252599",3,0,0.014201100620111,4,1485,2.32127246781859,0.249765559675005,0.01,0.193528209737836,0.84591314400681,0.100431689134722,1.15835818151345
"COLQ","Q6DK18",1.15885328665112,0.010254496198167,"Q6DK18","9606.ENSP00000373298",1,0,0.000288394368712907,2,1485,0.82981934261031,0.01,0.01,0.0137270704295552,0.01,0.100431689134722,1.07650048149136
"COMT","P21964",1.6529497750348,0.689367710726641,"P21964","9606.ENSP00000354511",7,5864.97873729949,0.0137947743339354,3,13214.957474599,1106.22464378138,0.729296679025015,0.72638500489248,0.188277043798935,0.427956572003405,0.815229443788661,1.28567094352902
"COX10","O15334",-1.14267869084776,0.225667561632159,"O15334","9606.ENSP00000261643",3,1484,0.00129651257542959,3,4453,280.886596957099,0.249765559675005,0.191264995983591,0.0267555063678807,0.427956572003405,0.281295067404166,-1.06896150110645
"COX5A","P20674",-1.20358577592055,0.849928380038316,"P20674","9606.ENSP00000317780",9,5036.0013643808,0.0126897547805292,4,11557.0027287616,952.089167223417,0.96906223870002,0.625128549250569,0.173996301356006,0.84591314400681,0.714197335854023,-1.09708056947544
"COX8A","P10176",-1.15026057538008,0.620040160784651,"P10176","9606.ENSP00000321260",6,5052.37646008332,0.051992844725871,4,11589.7529201666,952.960826246937,0.609413899187512,0.6271287053535,0.68193057545154,0.84591314400681,0.71619306033397,-1.07250201649231
"CP","P00450",3.12651908424237,0.529009004001327,"P00450","9606.ENSP00000264613",6,2567.59813779273,0.00772219197798575,5,6620.19627558546,486.525560353867,0.609413899187512,0.323622416532665,0.10979790347831,1.26386971601022,0.413359231748959,1.76819656267123
"CPE","P16870",1.25582140185256,0.143440537507602,"P16870","9606.ENSP00000386104",2,1484,0.0130457336937621,2,4453,280.142124977359,0.129882779837503,0.191264995983591,0.178596802007168,0.01,0.281295067404166,1.12063437474163
"CRABP2","P29373",1.97166445641062,0.107675343044531,"P29373","9606.ENSP00000482841",2,278.570288574366,0.00366282026438057,2,2042.14057714873,53.8582302365351,0.129882779837503,0.0440263087867791,0.0573365314207583,0.01,0.134382607919799,1.40415969761656
"CREB3","O14671",-1.08229752926207,0.605415284612846,"O14671","9606.ENSP00000342136",7,1567.39129160676,0.0206711955826295,5,4619.78258321353,299.50256967751,0.729296679025015,0.201450927343542,0.277144612231543,1.26386971601022,0.291458430421856,-1.04033529655687
"CREB3L1","Q8N2D5",4.73534259130878,0.575968387448606,"Q8N2D5","9606.ENSP00000481956",7,142.580677454174,0.0243794888788334,5,1770.16135490835,32.0373699040167,0.729296679025015,0.0274156913248441,0.325068815294459,1.26386971601022,0.117808793582369,2.17608423350494
"CREB5","Q02930",5.57746720909572,0.907181172060114,"Q02930","9606.ENSP00000350359",10,2038.6966181748,0.0513956248892229,5,5562.39323634959,390.182976268335,1.08894501853752,0.259019093197585,0.674212392870345,1.26386971601022,0.348899046027973,2.36166619341001
"CREBRF","Q5HYG4",-1.10737800038324,0.0107757165970944,"Q5HYG4","9606.ENSP00000296953",1,0,0.000889723542415253,2,1485,0.82985967375799,0.01,0.01,0.0214983601108941,0.01,0.100431689134722,-1.05232029362891
"CRELD2","Q4W0V0",-1.78030029535759,0.489190627815649,"Q4W0V0","9606.ENSP00000383938",6,0,0.0197639508638086,7,1485,4.55742556818444,0.609413899187512,0.01,0.265419816844661,2.09978286001703,0.100431689134722,-1.33427894210978
"CREM","O75519",1.57721601013695,0.510606231658187,"O75519","9606.ENSP00000265372",6,213.603253417774,0.0487455522191078,5,1912.20650683555,44.6363920957718,0.609413899187512,0.0360908307768563,0.63996412537109,1.26386971601022,0.126464712060923,1.25587260904001
"CRPPA","NA",-1.36149388748526,0.0102933313449049,NA,"9606.ENSP00000385478",1,0,0.000333198268841457,2,1485,0.829822347607891,0.01,0.01,0.0143060945347869,0.01,0.100431689134722,-1.16683070215231
"CRYAB","O43416",3.62617361956073,0.221995910465028,"O43416","9606.ENSP00000433560",3,267.633949879682,0.0292289736950232,3,2020.26789975936,52.5522354586796,0.249765559675005,0.042690476314025,0.387741229938556,0.427956572003405,0.133049735168977,1.90425145912002
"CRYBG1","O00296",2.53801508336168,0.0101751988575639,"O00296","9606.ENSP00000358062",1,0,0.000196909452927253,2,1485,0.829813206717008,0.01,0.01,0.0125447632787714,0.01,0.100431689134722,1.59311489961072
"CSAG1","Q6PB30",-9.0028135997559,0.379495705769269,"Q6PB30","9606.ENSP00000359310",5,367.497080261983,2.82121415980448e-05,4,2219.99416052397,72.7768137989677,0.48953111935001,0.0548883805779446,0.0103646001798641,0.84591314400681,0.145220613285894,-3.00046889664864
"CSAG3","O75605",-10.2731052143195,0.010007770417414,"O75605","9606.ENSP00000492276",1,0,3.74816112667181e-06,2,1485,0.829800251389167,0.01,0.01,0.0100484394357725,0.01,0.100431689134722,-3.20516851574445
"CSF1","P09603",-2.72205693038495,1.39426002021069,"P09603","9606.ENSP00000327513",14,595.570687539961,0.234968437783017,7,2676.14137507992,122.252148798124,1.56847613788753,0.0827467104345524,3.04661933569739,2.09978286001703,0.173017219152736,-1.64986573101721
"CSNK2A2","P19784",-1.39642151040811,0.617675577621259,"P19784","9606.ENSP00000262506",6,6274.79988121491,0.0268597749169025,2,14034.5997624298,1182.41188518677,0.609413899187512,0.776443110017695,0.357122841836595,0.01,0.865176638246067,-1.18170280121869
"CSTA","P01040",2.13509433243179,0.314839944612539,"P01040","9606.ENSP00000264474",4,1352.91225359551,0.00598868409427248,3,4190.82450719103,257.014089905992,0.369648339512507,0.17525312278581,0.0873948794469351,0.427956572003405,0.265318670730013,1.46119619915732
"CTF1","Q16619",-1.31978986250733,0.509547183836228,"Q16619","9606.ENSP00000279804",6,564.989424546272,0.0332690788187933,6,2614.97884909254,110.607856132943,0.609413899187512,0.0790113246436331,0.439953609834531,1.68182628801362,0.169290109626601,-1.14882107506231
"CTNNA3","Q5SW23",3.43814914480208,0.423283935012173,"Q5SW23","9606.ENSP00000389714",5,1522.41360475393,0.0249649252529917,3,4529.82720950785,289.569126281944,0.48953111935001,0.195957072743319,0.332634714060962,0.427956572003405,0.285976748217712,1.85422467484447
"CTSF","O95240",-1.13903483281056,0.119206593390975,"O95240","9606.ENSP00000310832",2,54.2032989056396,0.0229000466424968,2,1593.40659781128,11.741349176695,0.129882779837503,0.0166207282738735,0.305949213771399,0.01,0.107037748267756,-1.06725574854885
"CTSV","O60233",1.15874086373315,0.125507145283105,"O60233","9606.ENSP00000259470",2,377.243055663003,0.0216257415367799,2,2239.48611132601,72.3822868475438,0.129882779837503,0.0560788146695363,0.289480706085397,0.01,0.146408409805813,1.07644826337969
"CX3CR1","P49238",2.52401245600652,1.11454720467729,"P49238","9606.ENSP00000351059",12,448.197466678887,0.119467383526312,7,2381.39493335777,93.1095611223739,1.32871057821253,0.0647456280305959,1.55393913592847,2.09978286001703,0.155056020641023,1.58871408881728
"CXCL16","Q8TC80",1.13461721867267,0.414638265615186,"Q8TC80","9606.ENSP00000293778",5,0,0.0403673882076711,6,1485,3.81354744072709,0.48953111935001,0.01,0.531688754113497,1.68182628801362,0.100431689134722,1.06518412430559
"CXCR4","O60835",2.61025635117778,3.28440040225794,"O60835","9606.ENSP00000386884",31,11645.7341637812,0.390325715694527,8,24776.4683275624,2209.10403637076,3.60648339512507,1.43248245042033,5.05438224419089,2.51773943202043,1.51976243259116,1.61562877889006
"CYB5R2","Q6BCY4",1.71582834218159,0.104838315125037,"Q6BCY4","9606.ENSP00000437041",2,231.056096402288,0.00164633269131839,2,1947.11219280457,44.9387308361711,0.129882779837503,0.0382226296403942,0.0312764136775884,0.01,0.128591787628703,1.30989630970607
"CYCS","P00001",-1.14332819762558,2.6225460396967,"P00001","9606.ENSP00000307786",24,18340.1725750789,0.171194310822927,6,38165.3451501578,3460.60394779625,2.76730393626256,2.25018282221028,2.22243312213,1.68182628801362,2.33565107590924,-1.06926526064657
"CYFIP2","PIR121",2.74592651395823,0.0100179960245175,"PIR121","9606.ENSP00000479719",1,0,1.55453890993678e-05,2,1485,0.829801042629247,0.01,0.01,0.0102009011489606,0.01,0.100431689134722,1.65708373776289
"CYP1B1","Q16678",1.61504374317792,1.05975067220829,"Q16678","9606.ENSP00000478561",12,2543.37458797172,0.00580093901647944,6,6571.74917594342,486.39829672303,1.32871057821253,0.320663601397211,0.0849685521546931,1.68182628801362,0.410406972278401,1.27084371312051
"CYP2J2","P51589",-1.83057654750201,0.671420884833127,"P51589","9606.ENSP00000360247",8,443.556211691337,0.0199287250727933,6,2372.11242338268,89.2814586782885,0.849179458862517,0.0641787162605979,0.267549279651445,1.68182628801362,0.154490364942601,-1.3529880071538
"CYP2S1","Q96SQ9",-3.04610875059713,0.286870832090552,"Q96SQ9","9606.ENSP00000308032",4,344.61688564477,0.000386587413548681,3,2174.23377128954,67.7365077016542,0.369648339512507,0.0520936512077339,0.0149960702211556,0.427956572003405,0.142432076025833,-1.74531050263188
"CYP39A1","Q5VTT0",1.19773926265748,0.288693592651845,"Q5VTT0","9606.ENSP00000275016",4,0,0.00167979275755492,5,1485,3.06569266370025,0.369648339512507,0.01,0.0317088355171606,1.26386971601022,0.100431689134722,1.09441274785041
"CYP4F22","Q6NT55",6.09364602246233,0.102411022869974,"Q6NT55","9606.ENSP00000269703",2,0,0,3,2,1.50091,0.129882779837503,0.01,0.01,0.427956572003405,0.0100609377959129,2.46853114674746
"CYP4F8","P98187",1.99587667055054,0.391469761976841,"P98187","9606.ENSP00000477567",5,0,0.0136380100455047,6,1485,3.81175470133375,0.48953111935001,0.01,0.186251097361673,1.68182628801362,0.100431689134722,1.41275499310763
"CYP4X1","Q5VVE5",-2.96457293272503,0.01,"Q5VVE5","9606.ENSP00000360968",1,0,0,2,1,0.7556,0.01,0.01,0.01,0.01,0.01,-1.72179352209405
"CYP4Z1","Q5VVE4",-3.06754551397485,0.01,"Q5VVE4","9606.ENSP00000334246",1,0,0,2,1,0.7556,0.01,0.01,0.01,0.01,0.01,-1.75144098215579
"CYP7B1","O75881",-8.43862646908261,0.285528501753059,"O75881","9606.ENSP00000310721",4,62.0399275749676,0.0013492944666417,4,1609.07985514994,14.7015157015528,0.369648339512507,0.0175779428724386,0.027437634201481,0.84591314400681,0.10799284202475,-2.90493140522846
"CYS1","Q717R9",4.62113219455167,0.01,"Q717R9","9606.ENSP00000371234",1,0,0,2,1,0.7556,0.01,0.01,0.01,0.01,0.01,2.14968188217505
"CYSLTR1","Q5JS94",2.18444479904715,0.0107976804591106,"Q5JS94","9606.ENSP00000362401",1,0,0.000915063132010496,2,1485,0.829861373284264,0.01,0.01,0.0218258368071242,0.01,0.100431689134722,1.47798673845443
"DAB2","P98082",1.86133849212099,0.980750966398991,"P98082","9606.ENSP00000313391",11,2646.7063159872,0.0185407543290123,5,6778.41263197439,505.051323165509,1.20882779837502,0.333285181763588,0.249611811803787,1.26386971601022,0.423000587784668,1.36430879646838
"DACH1","O75523",-1.08358885894577,0.102648751704959,"O75523","9606.ENSP00000482245",2,0,0.000269053467081679,3,1485,1.57507804541604,0.129882779837503,0.01,0.0134771178979839,0.427956572003405,0.100431689134722,-1.04095574302934
"DAPK2","O75892",1.31428644272892,0.0198682644557221,"O75892","9606.ENSP00000484390",1,0,0.0113797471522533,2,1485,0.830563239641502,0.01,0.01,0.157066391401005,0.01,0.100431689134722,1.14642332614481
"DBI","P07108",1.4483088502448,0.104903971449688,"P07108","9606.ENSP00000486361",2,0,0.00287088836918007,3,1485,1.57525255048292,0.129882779837503,0.01,0.0471019836312291,0.427956572003405,0.100431689134722,1.20345704129595
"DBP","Q10586",-1.74981375354665,0.0100991870806796,"Q10586","9606.ENSP00000222122",1,0,0.000109215074350366,2,1485,0.829807325055037,0.01,0.01,0.0114114432119101,0.01,0.100431689134722,-1.32280525911664
"DCC","P43146",-6.81655439834309,0.776322027341438,"P43146","9606.ENSP00000389140",8,4973.4916708252,0.0360377505690055,3,11431.9833416504,939.611153499238,0.849179458862517,0.61749322623757,0.475734594932866,0.427956572003405,0.706578929957085,-2.61085319356395
"DCP1B","Q86XH9",-1.21346351998723,0.0100959635785889,"Q86XH9","9606.ENSP00000280665",1,0,0.00010549613730843,2,1485,0.829807075625929,0.01,0.01,0.011363381454185,0.01,0.100431689134722,-1.10157320228264
"DCP2","Q6P2D4",1.6990637236397,0.134257247388655,"Q6P2D4","9606.ENSP00000373715",2,1484,0.00245102122575601,2,4453,280.141414389994,0.129882779837503,0.191264995983591,0.0416758221510948,0.01,0.281295067404166,1.30348138599663
"DDIT3","P35638",-2.57410733377958,1.19682426748611,"P35638","9606.ENSP00000448665",13,1360.36780225912,0.0935758862174003,6,4205.73560451823,265.06511997477,1.44859335805003,0.176163789900745,1.21932984925057,1.68182628801362,0.266227320135775,-1.60440248497052
"DDIT4","Q9H0S3",2.32452032662077,0.0987470709525203,"Q9H0S3","9606.ENSP00000307305",2,13.9133167794508,0.000361527942650944,2,1512.8266335589,4.17660207351762,0.129882779837503,0.0116994591038717,0.0146722136445515,0.01,0.102127382851477,1.52463776898671
"DDR1","Q08345",1.65129198503885,0.198875262930405,"Q08345","9606.ENSP00000427552",3,30.2902717280426,0.00883167753859746,3,1545.58054345609,7.99671214940068,0.249765559675005,0.0136998423066884,0.124136362455263,0.427956572003405,0.104123333928141,1.28502606395312
"DDR2","Q16832",-2.39380447626185,0.213456507004007,"Q16832","9606.ENSP00000356899",3,35.1596987007976,0.0255252019784637,3,1555.31939740159,8.91192061541042,0.249765559675005,0.0142946244230353,0.339875461601195,0.427956572003405,0.104716798222298,-1.54719244965255
"DDX11","Q13333",1.58704944574901,0.0105066808362819,"Q13333","9606.ENSP00000440402",1,0,0.000579338430706845,2,1485,0.829838856228547,0.01,0.01,0.0174870918715541,0.01,0.100431689134722,1.25978150714678
"DDX60","Q6PK35",2.03954260778632,1.67332037070754,"Q6PK35","9606.ENSP00000377344",18,4480.83671822263,0.0128260888797083,14,10446.6734364453,854.591298990534,2.04800725723754,0.557317284185818,0.175758217831206,5.02547886404086,0.646536316042751,1.42812555743055
"DDX60L","Q5H9U9",2.6065898352958,0.290131673062249,"Q5H9U9","9606.ENSP00000260184",4,254.3144204978,0.00157499261587274,4,1993.6288409956,50.7952986506017,0.369648339512507,0.0410635460984522,0.0303544487764622,0.84591314400681,0.131426409642719,1.6144936776884
"DEGS1","O15121",1.76762748680938,0.502973124387642,"O15121","9606.ENSP00000316476",6,1484,0.00138015922719066,6,4453,283.122382567279,0.609413899187512,0.191264995983591,0.0278365155557554,1.68182628801362,0.281295067404166,1.32952152551562
"DENND2B","P78523",1.26320257076395,0.105033043787742,"P78523","9606.ENSP00000433528",2,0,0.00301979843208179,3,1485,1.57526253788084,0.129882779837503,0.01,0.0490264258267585,0.427956572003405,0.100431689134722,1.12392284911552
"DEPDC1B","Q86WJ3",1.49947404879239,0.106797629756099,"Q86WJ3","9606.ENSP00000265036",2,0,0.005055591782577,3,1485,1.57539907854086,0.129882779837503,0.01,0.0753360421732173,0.427956572003405,0.100431689134722,1.22453013388499
"DERL3","Q6ICJ6",-3.56899681253539,0.584900620016875,"Q6ICJ6","9606.ENSP00000384744",7,940.71403622948,0.0135768545663252,5,3366.42807245896,181.862239480634,0.729296679025015,0.124904667115124,0.185460753295413,1.26386971601022,0.215081769039,-1.8891788725622
"DGCR2","P98153",1.32260336609421,0.192308261170033,"P98153","9606.ENSP00000263196",3,32.6032626265741,0.00119419275782123,3,1550.20652525315,8.43039455476877,0.249765559675005,0.0139823654104164,0.0254331741452802,0.427956572003405,0.104405231062787,1.15004494090197
"DGKA","O75481",1.71918593169289,0.496449097759813,"O75481","9606.ENSP00000377703",6,1218.15994597445,0.0157692567110113,3,3921.31989194889,233.188982702371,0.609413899187512,0.158793637273875,0.213794306546195,0.427956572003405,0.248895653488807,1.31117730749616
"DGLUCY","Q7Z3D6",-1.6590917089549,0.0100248025151142,"Q7Z3D6","9606.ENSP00000428263",1,0,2.33980007291444e-05,2,1485,0.829801569303909,0.01,0.01,0.0103023845334342,0.01,0.100431689134722,-1.28805733915649
"DHCR7","O60492",2.32397758227258,1.54096985418399,"O60492","9606.ENSP00000347717",17,3253.10493110632,0.0141024501178508,10,7991.20986221265,623.345443518609,1.92812447740004,0.407354482662526,0.192253297986003,3.35365257602724,0.49690577788464,1.52445976735123
"DHFR","P00374",1.08937628092003,0.924902329278755,"P00374","9606.ENSP00000396308",9,8197.05393584086,0.0155885385474899,4,17879.1078716817,1545.48215035933,0.96906223870002,1.01123918379884,0.211458791721998,0.84591314400681,1.09945248879309,1.04373190088261
"DHRS11","Q6UWP2",1.31093759968448,0.800479239151629,"Q6UWP2","9606.ENSP00000482704",6,14132.616668126,0.0249871346579296,3,29750.2333362521,2657.49141682774,0.609413899187512,1.73624575713309,0.332921737752761,0.427956572003405,1.82285270960934,1.14496183328724
"DHRS3","O75911",-1.48388065375808,0.190849061793001,"O75911","9606.ENSP00000480439",3,13.4138698772573,1.82114064709311e-05,3,1511.82773975452,4.82808287479777,0.249765559675005,0.0116384535508258,0.01023535547813,0.427956572003405,0.102066512464687,-1.21814640079018
"DIO2","Q6B0A3",9.0853097439985,0.393682823568048,"Q6B0A3","9606.ENSP00000451419",4,4861.25899326713,0.00912815184572921,2,11207.5179865342,915.590860441249,0.369648339512507,0.603784428497144,0.127967854131627,0.01,0.692900505957504,3.01418475611541
"DISP3","PTCHD2",3.45805625756063,0.0109166322714898,"PTCHD2","9606.ENSP00000294484",1,0,0.00105229719881907,2,1485,0.829870577573125,0.01,0.01,0.0235993840321014,0.01,0.100431689134722,1.85958496916937
"DKK1","O94907",6.59231297757768,0.20803923053949,"O94907","9606.ENSP00000363081",3,660.492090477968,0.00273756864148125,3,2805.98418095594,126.297788833253,0.249765559675005,0.0906766146412956,0.0453790234465339,0.427956572003405,0.180929553557965,2.56754999514667
"DLL1","O00548",2.60654746908183,0.26324068948033,"O00548","9606.ENSP00000355718",3,2966,0.00545095823903839,3,7417,559.087915595769,0.249765559675005,0.372285699519765,0.0804455685321808,0.427956572003405,0.461914694489959,1.6144805570467
"DLX1","P56177",2.78144992577756,0.0100531913680993,"P56177","9606.ENSP00000354478",1,0,5.61500678835333e-05,2,1485,0.829803765985053,0.01,0.01,0.0107256565326161,0.01,0.100431689134722,1.66776794722094
"DMD","P11532",-5.51773268373582,1.28165916140169,"P11532","9606.ENSP00000354923",12,11334.8786426512,0.0441978364430744,3,24154.7572853023,2136.71114314737,1.32871057821253,1.39451262239532,0.581191628992186,0.427956572003405,1.48187673198113,-2.34898545839173
"DMGDH","Q8TCC6",-2.53118910773094,0.197136393629621,"Q8TCC6","9606.ENSP00000255189",3,0,0.00266484122789054,4,1485,2.32049873090115,0.249765559675005,0.01,0.0444391292529625,0.84591314400681,0.100431689134722,-1.5909711209607
"DMPK","Q09013",3.01146264323329,0.0100625334066341,"Q09013","9606.ENSP00000345997",1,0,6.69279275459404e-05,2,1485,0.8298044888561,0.01,0.01,0.0108649444189259,0.01,0.100431689134722,1.73535663286637
"DMTN","Q08495",1.35005286365699,0.193200431939314,"Q08495","9606.ENSP00000427866",3,14.6661157710405,0.00269785719450977,3,1514.33223154208,5.06333419782177,0.249765559675005,0.0117914106579061,0.0448658117621908,0.427956572003405,0.102219130674103,1.16191775253543
"DNA2","P51530",1.31426461212032,1.02319875505091,"P51530","9606.ENSP00000351185",12,561.964827008839,0.0209939958610057,5,2608.92965401768,114.438785393402,1.32871057821253,0.0786418814761973,0.281316328127235,1.26386971601022,0.168921485011692,1.146413804924
"DNAAF5","Q69YL1",-1.45986786082399,0.0100087639559022,"Q69YL1","9606.ENSP00000297440",1,0,4.89440114223116e-06,2,1485,0.829800328267485,0.01,0.01,0.0100632528916879,0.01,0.100431689134722,-1.2082499165421
"DNAH12","Q6ZR08",-2.52165445448409,0.102419974590759,"Q6ZR08","9606.ENSP00000312554",2,0,5.11453965939217e-06,3,1485,1.57506034303217,0.129882779837503,0.01,0.0100660978562459,0.427956572003405,0.100431689134722,-1.58797180531774
"DNAH5","Q8TE73",-2.44453953931446,0.471280769795374,"Q8TE73","9606.ENSP00000265104",5,4555.9114192779,0.000113712988864318,3,10596.8228385558,859.015669253577,0.48953111935001,0.566487375415772,0.011469572100676,0.427956572003405,0.655686089665004,-1.56350233108699
"DNAH8","O00438",3.66545579791724,0.102419974590759,"O00438","9606.ENSP00000333363",2,0,5.11453965938957e-06,3,1485,1.57506034303217,0.129882779837503,0.01,0.0100660978562458,0.427956572003405,0.100431689134722,1.91453801161461
"DNAJA4","Q6AW87",-1.48595489070289,0.515343777690674,"Q6AW87","9606.ENSP00000378324",6,0,0.0499366993525971,7,1485,4.55944925442558,0.609413899187512,0.01,0.655357939329007,2.09978286001703,0.100431689134722,-1.21899749413315
"DNAJB11","Q542Y5",-1.44168518454265,1.32203048476753,"Q542Y5","9606.ENSP00000414398",15,320.485348678421,0.0522985131122271,8,2125.97069735684,71.3461373151877,1.68835891772503,0.0491460750950093,0.68588088699584,2.51773943202043,0.139491030676393,-1.20070195491748
"DNAJB4","Q13431",1.65867216367938,0.789537165155486,"Q13431","9606.ENSP00000359799",9,308.47492560772,0.0531571510835704,7,2101.94985121544,64.6714882852044,0.96906223870002,0.0476790472717804,0.696977512103221,2.09978286001703,0.138027253256574,1.28789446915474
"DNAJB5","O75953",-1.59719153691434,0.400866136921693,"O75953","9606.ENSP00000404079",5,0,0.0244785573322428,6,1485,3.81248177684027,0.48953111935001,0.01,0.326349128446383,1.68182628801362,0.100431689134722,-1.26380043397458
"DNAJB9","Q6FIF1",-1.20822350852119,0.677247759897576,"Q6FIF1","9606.ENSP00000249356",8,42.7149919521098,0.0372519411337153,6,1570.42998390422,14.0367067769419,0.849179458862517,0.0152174749626943,0.491426211138036,1.68182628801362,0.105637604058719,-1.09919220726913
"DNAJC11","Q4VWF5",1.2995544408012,0.199847284643175,"Q4VWF5","9606.ENSP00000366800",3,0,0.00579238162449065,4,1485,2.32070849503555,0.249765559675005,0.01,0.0848579605270624,0.84591314400681,0.100431689134722,1.13998001772014
"DNAJC18","Q9H819",1.22020510956246,0.0126090575881208,"Q9H819","9606.ENSP00000302843",1,0,0.00300483919314032,2,1485,0.830001534564684,0.01,0.01,0.0488330998011631,0.01,0.100431689134722,1.10462894655285
"DNAJC30","Q96LL9",-1.23365079689399,0.0100611541723795,"Q96LL9","9606.ENSP00000378605",1,0,6.53367123971138e-05,2,1485,0.8298043821333,0.01,0.01,0.0108443803179182,0.01,0.100431689134722,-1.11069833748592
"DNAJC6","O75061",-1.14550908162919,0.381474609238654,"O75061","9606.ENSP00000360108",5,202.078708565878,0.0116477511383112,3,1889.15741713176,41.7149663866555,0.48953111935001,0.0346831511432367,0.160529946309851,0.427956572003405,0.125060151336576,-1.07028457973998
"DNM1L","O00429",1.79521789276656,0.994739174019831,"O00429","9606.ENSP00000449089",11,2499.35010426606,0.0385759061988017,5,6483.70020853213,477.390958858854,1.20882779837502,0.315286176961843,0.508536500308625,1.26386971601022,0.405041462271951,1.3398574150881
